uniprot_id,n_compounds,scaffold_count,scaffold_diversity,mean_tanimoto_dist
Q9NQU5,12,12,1.0,
Q9P286,20,20,1.0,
Q9UKI8,8,8,1.0,
P53355,41,37,0.9024390243902439,0.8681183915645807
Q9UIK4,22,20,0.9090909090909091,
Q13554,11,11,1.0,
Q13976,70,42,0.6,0.7201877196134452
P51817,29,21,0.7241379310344828,
Q9BXA7,17,16,0.9411764705882353,
Q9Y2H1,5,5,1.0,
P27361,474,139,0.29324894514767935,0.7215426305078052
P30305,51,39,0.7647058823529411,0.8746803282555848
P42858,28,22,0.7857142857142857,
P35398,90,79,0.8777777777777778,0.875283241658394
P10696,477,336,0.7044025157232704,0.8797033240301697
P61981,3,3,1.0,
P84022,3,3,1.0,
P21462,1039,270,0.2598652550529355,0.7191589263752294
P22736,72,65,0.9027777777777778,0.8809918632202556
P06865,19,12,0.631578947368421,
Q13522,1,1,1.0,
P09871,121,43,0.35537190082644626,0.7299644882364189
P08311,136,84,0.6176470588235294,0.8517565308227746
Q5TC84,296,112,0.3783783783783784,0.6396019438948275
O43603,18,10,0.5555555555555556,
Q07820,980,479,0.4887755102040816,0.7989784851970705
P60953,86,24,0.27906976744186046,0.6932037272164142
P40763,67,57,0.8507462686567164,0.8322865916101396
P05186,726,303,0.41735537190082644,0.8214232154681212
P30419,592,201,0.33952702702702703,0.8084204907362986
Q9H2X9,144,133,0.9236111111111112,0.862418624154304
P50591,2,1,0.5,
P35236,260,193,0.7423076923076923,0.869228170751251
P11142,46,35,0.7608695652173914,0.8607451584447599
Q15596,1,1,1.0,
P09488,27,23,0.8518518518518519,
Q9HD36,7,6,0.8571428571428571,
Q92843,16,13,0.8125,
Q8TDD5,12,11,0.9166666666666666,
O15305,118,52,0.4406779661016949,0.8304870395803043
Q8TCT1,29,7,0.2413793103448276,
Q9UNQ0,597,204,0.3417085427135678,0.8068720663954678
P49802,6,6,1.0,
P49795,18,16,0.8888888888888888,
O15492,16,16,1.0,
P51452,189,117,0.6190476190476191,0.8779038030831755
Q5RES1,43,36,0.8372093023255814,0.8514424895546264
Q9HC29,105,40,0.38095238095238093,0.788031180418098
P63279,27,25,0.9259259259259259,
Q15149,96,89,0.9270833333333334,0.8707623718680658
Q9Y2R2,73,58,0.7945205479452054,0.8450447290809068
Q12851,6,6,1.0,
P08912,562,275,0.4893238434163701,0.8281111942894979
Q14833,321,68,0.2118380062305296,0.7389163168325434
P14598,22,17,0.7727272727272727,
Q9Y337,107,63,0.5887850467289719,0.8193088992364836
P24864,39,23,0.5897435897435898,0.6696241143282059
P0DP23,1,1,1.0,
P21980,255,153,0.6,0.7939694043389264
O94811,2,2,1.0,
Q00534,2500,751,0.3004,0.7713588791729583
P51948,1,1,1.0,
Q9Y239,89,39,0.43820224719101125,0.8302905582446257
Q9Y2T6,115,86,0.7478260869565218,0.8480390883348947
Q9UBE0,415,138,0.3325301204819277,0.5595868898505014
Q15056,118,77,0.652542372881356,0.8516428104947378
P11940,81,39,0.48148148148148145,0.8076676616350718
Q9HC97,209,91,0.4354066985645933,0.8172960416307921
Q00975,31,11,0.3548387096774194,0.6899524838280904
P49798,5,5,1.0,
P57771,20,18,0.9,
P01375,1560,692,0.44358974358974357,0.7314921876762597
H0YDU8,1,1,1.0,
P10145,27,8,0.2962962962962963,
Q9Y5S8,34,18,0.5294117647058824,0.8146675773170342
Q9Y5X4,21,15,0.7142857142857143,
Q9Y618,14,11,0.7857142857142857,
O43521,860,787,0.9151162790697674,0.8723054049680274
P35414,2858,869,0.30405878236529044,0.7414352678772225
Q16678,315,101,0.32063492063492066,0.8103745102075303
Q13887,10,7,0.7,
P48048,1126,479,0.42539964476021314,0.7339179265144372
P52292,571,512,0.8966725043782837,0.8754826400541801
P78417,66,26,0.3939393939393939,0.7726238831691253
P35869,185,74,0.4,0.8730005198998702
P09923,168,134,0.7976190476190477,0.8710170239533223
Q9Y570,2,2,1.0,
P48145,100,35,0.35,0.6545895948152685
Q96P20,1320,539,0.4083333333333333,0.8084383838162528
Q9C000,10,10,1.0,
P30556,718,315,0.4387186629526462,0.7691614024550139
Q9Y6K1,30,22,0.7333333333333333,0.8144468758599578
Q96LD8,196,168,0.8571428571428571,0.8592975694882006
Q9GZR1,111,93,0.8378378378378378,0.8476707573082082
O95180,145,67,0.46206896551724136,0.7847620412428581
Q9UM07,1502,596,0.3968042609853529,0.535325045820958
P61088,12,8,0.6666666666666666,
P17861,103,96,0.9320388349514563,0.8860920705657709
P25098,153,88,0.5751633986928104,0.774619468911785
O15151,78,49,0.6282051282051282,0.803565188939392
Q99728,2,2,1.0,
O43613,4841,1547,0.31956207395166286,0.792517121773604
Q9HC16,28,25,0.8928571428571429,
P31941,248,148,0.5967741935483871,0.827489642842876
P51684,6,6,1.0,
Q2TB90,2,2,1.0,
Q9Y4P1,39,19,0.48717948717948717,0.7307933198232831
P31323,3,2,0.6666666666666666,
Q13164,24,15,0.625,
P22455,54,37,0.6851851851851852,0.7766469211705583
P43490,4111,2025,0.4925808805643396,0.7823697505134067
P28222,907,446,0.49173098125689085,0.820708863962194
Q9BZP6,231,87,0.37662337662337664,0.5784825740162722
Q9HC62,3,2,0.6666666666666666,
Q9BQF6,1,1,1.0,
Q9NPC1,148,54,0.36486486486486486,0.788284999883743
Q15858,1628,541,0.3323095823095823,0.8149501186554333
P11388,136,68,0.5,0.8369672772483507
Q9H2X6,76,59,0.7763157894736842,0.829632463206521
Q9H2J4,1,1,1.0,
P11229,153,104,0.6797385620915033,0.8529246360195115
P08172,201,136,0.6766169154228856,0.8464455768778504
P08173,158,81,0.5126582278481012,0.8126831950650462
P08913,195,141,0.7230769230769231,0.8808757557562314
P18089,82,62,0.7560975609756098,0.8828025963719679
P18825,88,64,0.7272727272727273,0.8838570475526613
P28221,1012,478,0.4723320158102767,0.8222658027756345
P35462,1024,476,0.46484375,0.7454415913275935
Q96D31,13,11,0.8461538461538461,
P51679,5,4,0.8,
P21728,227,86,0.3788546255506608,0.8076804976213532
P21918,40,32,0.8,0.8389765125760598
P21917,2234,981,0.43912264995523725,0.8190967141152371
P30559,7,7,1.0,
Q96IY4,277,107,0.3862815884476534,0.7872698678170705
P25105,408,208,0.5098039215686274,0.7989393320208124
P21731,21,19,0.9047619047619048,
P47869,245,98,0.4,0.7122301929600464
P34903,792,369,0.4659090909090909,0.8429841814718911
P32239,841,407,0.4839476813317479,0.7732964927298693
P35348,1661,740,0.44551475015051173,0.8342363983025926
Q8N1Q1,3,3,1.0,
P11021,20,14,0.7,
P02751,4,3,0.75,
P27169,27,17,0.6296296296296297,
P21452,597,334,0.559463986599665,0.7938465518808856
P48039,1060,326,0.30754716981132074,0.7653628312850053
P49286,858,286,0.3333333333333333,0.7756489083417175
P46098,872,432,0.4954128440366973,0.8401163274275505
P29371,860,273,0.3174418604651163,0.8003563396265558
P23677,10,4,0.4,
P04054,97,55,0.5670103092783505,0.6776087857396474
Q01726,6,5,0.8333333333333334,
P41968,4,4,1.0,
P30872,10,9,0.9,
P30939,134,72,0.5373134328358209,0.7218558260602459
Q16099,4,2,0.5,
Q9GZU7,8,6,0.75,
O14727,315,242,0.7682539682539683,0.8824407503008302
Q16706,31,13,0.41935483870967744,0.7513658635332516
P35346,412,174,0.4223300970873786,0.7593881395592172
Q16696,17,8,0.47058823529411764,
Q09472,372,206,0.553763440860215,0.7497597720718393
P30874,4,4,1.0,
P32745,224,100,0.44642857142857145,0.7551320611773892
P43681,274,91,0.33211678832116787,0.825508571778826
Q16445,124,41,0.33064516129032256,0.7707253868761214
Q13255,39,22,0.5641025641025641,0.6141729341525688
Q14416,56,22,0.39285714285714285,0.7514084065370138
Q14832,164,73,0.4451219512195122,0.7818592668508113
P48169,52,16,0.3076923076923077,0.7842229609265955
P32245,236,94,0.3983050847457627,0.5711102777840382
P36544,978,451,0.4611451942740286,0.8530288437299884
P20366,12,11,0.9166666666666666,
P30990,2,2,1.0,
P25101,16,14,0.875,
P24530,639,247,0.3865414710485133,0.8087560926395184
P41594,2217,872,0.39332431213351376,0.8536897439570441
O15303,41,16,0.3902439024390244,0.7925530204180176
O00222,48,20,0.4166666666666667,0.793213656101239
P62937,165,71,0.4303030303030303,0.8290560497558981
Q9H773,126,68,0.5396825396825397,0.802783982943149
Q15822,5,5,1.0,
P32297,262,130,0.4961832061068702,0.8553951076848504
P42263,24,16,0.6666666666666666,
P23219,29,23,0.7931034482758621,
P31391,54,15,0.2777777777777778,0.6576608798917589
Q9NY33,7,5,0.7142857142857143,
P15104,8,4,0.5,
O60755,79,54,0.6835443037974683,0.8539684994781691
P37288,56,32,0.5714285714285714,0.6440555178039697
P30518,48,27,0.5625,0.5633727515226785
P21730,127,53,0.41732283464566927,0.6145561553343213
P47211,1,1,1.0,
Q99720,2772,1329,0.47943722943722944,0.8470566328967267
P20933,9,1,0.1111111111111111,
P43116,1860,372,0.2,0.6997716541396337
P47898,67,32,0.47761194029850745,0.8063435999562806
P47989,430,167,0.3883720930232558,0.8451621710275778
Q16613,5,1,0.2,
P35368,100,62,0.62,0.8227959378198215
P25100,1139,484,0.42493415276558383,0.8293157093970017
P34995,17,12,0.7058823529411765,
P43115,20,14,0.7,
P35408,2398,563,0.2347789824854045,0.7546769091780596
P43088,16,11,0.6875,
Q92959,17,11,0.6470588235294118,
Q15722,286,116,0.40559440559440557,0.7929693779618852
A8MPY1,4,3,0.75,
Q9Y271,379,166,0.43799472295514513,0.7837213430632173
Q9NS75,47,33,0.7021276595744681,0.6917890016958134
Q9Y6L6,4,4,1.0,
P14679,94,48,0.5106382978723404,0.8314851568515301
P41222,2,2,1.0,
Q96RJ0,234,117,0.5,0.856768669952375
P25929,402,180,0.44776119402985076,0.8233527084957185
P12872,9,2,0.2222222222222222,
P47901,4,2,0.5,
P23415,1,1,1.0,
P02708,56,30,0.5357142857142857,0.7548568781317226
Q8N4C6,3,2,0.6666666666666666,
O00141,789,143,0.18124207858048164,0.6443169003764813
P43004,16,12,0.75,
O75342,3,1,0.3333333333333333,
P00338,749,253,0.3377837116154873,0.6967485518217882
Q9Y5X5,73,43,0.589041095890411,0.7266443669100882
Q96P65,26,11,0.4230769230769231,
P07237,44,19,0.4318181818181818,0.7396105737306244
P98161,11,8,0.7272727272727273,
P39086,21,12,0.5714285714285714,
P56373,5129,1073,0.20920257360109182,0.7681102092145125
Q9UBL9,369,148,0.4010840108401084,0.6337166970543437
O95153,1,1,1.0,
P28336,1,1,1.0,
P30550,1,1,1.0,
Q06432,1,1,1.0,
Q13936,166,98,0.5903614457831325,0.8245743469811602
P06881,68,28,0.4117647058823529,0.5891253516580603
P35523,1,1,1.0,
P22466,1,1,1.0,
P25021,221,133,0.6018099547511312,0.8273327437399461
Q9Y2I1,11,4,0.36363636363636365,
Q05586,1621,273,0.16841455891425047,0.7922498289337381
P49146,72,38,0.5277777777777778,0.7566637755424894
Q09470,1,1,1.0,
Q16558,1,1,1.0,
P51575,51,16,0.3137254901960784,0.7210124432165352
P47900,5,5,1.0,
Q9Y587,113,22,0.19469026548672566,0.6257068073158342
P35498,545,138,0.25321100917431194,0.5422324273882301
Q99250,1,1,1.0,
P61278,1,1,1.0,
P01282,1,1,1.0,
Q14123,26,18,0.6923076923076923,
P51160,6,3,0.5,
Q13946,544,255,0.46875,0.8103859544572813
O15527,199,62,0.31155778894472363,0.504464954161076
Q9NPD5,3,3,1.0,
Q15761,6,5,0.8333333333333334,
P42262,153,70,0.45751633986928103,0.8515873076386872
Q16478,16,9,0.5625,
P52209,15,7,0.4666666666666667,
O14939,589,185,0.3140916808149406,0.6443374271581593
Q9Y6Q9,4,4,1.0,
Q15788,4,4,1.0,
P20292,1680,594,0.3535714285714286,0.7800165485460141
Q5S007,3588,1484,0.4136008918617614,0.8460869867342149
Q15910,641,220,0.34321372854914195,0.6874244245447533
P05231,12,8,0.6666666666666666,
P11766,68,35,0.5147058823529411,0.7093218227532709
P32418,292,120,0.410958904109589,0.44458629057942367
Q9GZT9,840,357,0.425,0.7795610462147405
Q9GZV3,13,8,0.6153846153846154,
O00487,4,4,1.0,
P24387,12,12,1.0,
Q9NP58,1,1,1.0,
O00400,145,44,0.30344827586206896,0.4003453362015852
Q9UHD2,194,117,0.6030927835051546,0.7133555947398066
O75874,377,158,0.41909814323607425,0.5888040498960152
Q9Y5X9,726,297,0.4090909090909091,0.719331716807583
O00763,2311,731,0.31631328429251404,0.7372431649974762
P52655,3,2,0.6666666666666666,
O94925,1480,497,0.3358108108108108,0.7122327380229698
Q8NET8,479,114,0.23799582463465555,0.7571303740398646
P10619,368,23,0.0625,0.6254695650327813
O14649,76,25,0.32894736842105265,0.5397192821255312
P51608,4,3,0.75,
Q99572,473,168,0.35517970401691334,0.7819404733876398
P37023,60,31,0.5166666666666667,0.7014647180237422
O75460,1067,409,0.38331771321462044,0.8208038322109832
O43174,131,42,0.32061068702290074,0.6749935102207765
P31213,362,172,0.47513812154696133,0.7731815094396597
P00492,95,16,0.16842105263157894,0.6209786021635144
P61769,2,2,1.0,
Q11130,5,1,0.2,
Q11201,1,1,1.0,
P05164,602,301,0.5,0.7855247754943706
P22314,123,56,0.45528455284552843,0.37779915193744074
Q9NPA2,9,9,1.0,
P0DPD8,7,5,0.7142857142857143,
P14174,206,102,0.49514563106796117,0.8356109033814756
P48061,52,27,0.5192307692307693,0.7709629713499053
P04180,3,0,0.0,
Q8TEK3,141,82,0.5815602836879432,0.7639079731142239
O75608,8,7,0.875,
O95372,9,7,0.7777777777777778,
Q07973,62,39,0.6290322580645161,0.7687770850458914
O15528,9,9,1.0,
O60341,4608,2173,0.4715711805555556,0.8293292734369477
O94760,37,4,0.10810810810810811,0.7220582322279574
O95453,6,6,1.0,
P23284,7,6,0.8571428571428571,
P45877,2,1,0.5,
O43447,2,1,0.5,
Q9Y3C6,1,1,1.0,
P04798,305,98,0.32131147540983607,0.8169341112830986
O94804,89,56,0.6292134831460674,0.7655422137694636
P05067,940,300,0.3191489361702128,0.871046692258143
Q96KS0,466,200,0.4291845493562232,0.7929092462791147
Q9H6Z9,178,109,0.6123595505617978,0.7662447634085822
O43353,152,79,0.5197368421052632,0.7186424187487825
Q99814,465,79,0.16989247311827957,0.7934124349311644
O60240,7,7,1.0,
Q00G26,10,10,1.0,
Q9ULH1,1,1,1.0,
Q9P0U3,12,8,0.6666666666666666,
P41235,4,4,1.0,
P51681,10,8,0.8,
P51843,39,34,0.8717948717948718,0.8655487291461749
Q13535,2403,930,0.38701622971285893,0.7995407384694901
O43614,5911,1895,0.3205887328709186,0.8165497980017054
O00421,144,55,0.3819444444444444,0.37053166711128604
Q9UHF0,6,3,0.5,
Q13085,415,193,0.4650602409638554,0.7829838164056269
P48067,436,122,0.2798165137614679,0.6613642980756185
Q96S37,244,47,0.19262295081967212,0.6695671827588806
P30536,135,43,0.31851851851851853,0.8064786282200828
P49862,129,56,0.43410852713178294,0.8076719037612594
Q9NR96,19,11,0.5789473684210527,
P24468,13,11,0.8461538461538461,
P25025,771,295,0.38261997405966275,0.8120004812886925
Q14680,635,158,0.24881889763779527,0.5875930006517258
Q16602,90,75,0.8333333333333334,0.7339727591258737
Q9NXG6,27,21,0.7777777777777778,
P32246,628,204,0.3248407643312102,0.8052790300418307
P15692,249,43,0.17269076305220885,0.7411062518696212
Q16853,929,311,0.33476856835306784,0.8085476504944887
O75164,7,6,0.8571428571428571,
Q9H3R0,13,9,0.6923076923076923,
Q9Y4C1,36,23,0.6388888888888888,0.7642395711285842
Q9Y2K7,6,3,0.5,
P41229,133,75,0.5639097744360902,0.747597017053486
Q9Y6F1,56,26,0.4642857142857143,0.7492232098697715
P00746,962,299,0.3108108108108108,0.7447644017820605
P42785,345,166,0.4811594202898551,0.793986729008683
P02753,315,114,0.3619047619047619,0.7094587506068413
P18054,87,40,0.45977011494252873,0.8370273766502407
P16050,282,105,0.3723404255319149,0.8297686958157464
P01042,59,37,0.6271186440677966,0.47823012440210344
Q8N5Z0,302,157,0.5198675496688742,0.6711293859883687
P00736,19,10,0.5263157894736842,
P07305,7,7,1.0,
C9JQD8,2,2,1.0,
P30838,44,15,0.3409090909090909,0.7771793440526072
P98073,365,67,0.18356164383561643,0.635222887149073
P07384,590,284,0.48135593220338985,0.7441920209701045
P17655,142,78,0.5492957746478874,0.5591755454148903
P07998,12,5,0.4166666666666667,
P03950,3,2,0.6666666666666666,
P11274,20,11,0.55,
P32320,25,13,0.52,
P32929,43,17,0.3953488372093023,0.8707979996013008
P06280,23,9,0.391304347826087,
O14672,3,2,0.6666666666666666,
O95551,244,129,0.5286885245901639,0.8372326055586443
Q01970,107,96,0.897196261682243,0.8757015607314177
P19174,111,92,0.8288288288288288,0.8533463943452353
P04156,16,13,0.8125,
Q9NZ20,122,93,0.7622950819672131,0.8320790982261708
Q9UBB5,3,2,0.6666666666666666,
Q96SD1,1,1,1.0,
O75475,15,13,0.8666666666666667,
P23443,1440,412,0.2861111111111111,0.7674478993760687
P15428,756,316,0.41798941798941797,0.7971661095352816
P05091,116,48,0.41379310344827586,0.7603839227946593
O14684,1085,379,0.3493087557603687,0.7807423008543204
Q9H244,956,306,0.3200836820083682,0.6708566610027333
Q9UQL6,352,239,0.6789772727272727,0.8173698497736542
Q9UKV0,265,162,0.6113207547169811,0.8108437097757131
P07148,13,10,0.7692307692307693,
P09382,643,167,0.25972006220839816,0.629656018875837
P15086,42,26,0.6190476190476191,0.732129743348009
Q04912,25,24,0.96,
Q8TF76,160,66,0.4125,0.8054818836414872
Q8N4C8,47,44,0.9361702127659575,0.865764105132487
P51677,915,342,0.3737704918032787,0.7715695619533759
P46093,65,37,0.5692307692307692,0.6370740530480843
Q13951,5,2,0.4,
P28074,770,435,0.564935064935065,0.7898906392852022
Q13418,98,23,0.23469387755102042,0.5988818407960621
P10586,124,75,0.6048387096774194,0.8540423216077052
P29350,87,47,0.5402298850574713,0.8333309269850822
P11597,405,140,0.345679012345679,0.8091374828843754
Q00526,3,3,1.0,
Q86Z02,54,46,0.8518518518518519,0.8288835402597688
Q9NXS2,400,192,0.48,0.733850447512661
Q9BZ11,10,7,0.7,
P02766,82,62,0.7560975609756098,0.8616488292905486
P60568,11,7,0.6363636363636364,
Q99683,117,62,0.5299145299145299,0.6980315249908864
P41597,104,37,0.3557692307692308,0.650154710562126
P41182,197,115,0.583756345177665,0.5988357872537888
P50053,181,81,0.44751381215469616,0.7525730153896127
Q16288,81,56,0.691358024691358,0.7906488970268899
P08922,38,26,0.6842105263157895,0.7866779003452438
Q96EB6,295,167,0.5661016949152542,0.8466200752872548
Q16831,8,4,0.5,
P25116,52,24,0.46153846153846156,0.7412406959341384
Q9NUW8,42,13,0.30952380952380953,0.599949186785139
Q15119,539,116,0.21521335807050093,0.6854386539467399
P53634,609,283,0.46469622331691296,0.5349375636837685
P08473,22,17,0.7727272727272727,
Q13555,4,4,1.0,
Q96PY6,4,4,1.0,
P20813,17,14,0.8235294117647058,
P51449,180,79,0.4388888888888889,0.7988288978652597
P46663,44,28,0.6363636363636364,0.44988019538251967
Q9BSW2,56,30,0.5357142857142857,0.5304274770385018
P08648,423,196,0.46335697399527187,0.7721349568732252
P08514,20,13,0.65,
P09038,48,30,0.625,0.7476066262849965
P09769,12,12,1.0,
Q14524,58,38,0.6551724137931034,0.7590315274193151
A0A087WW23,114,16,0.14035087719298245,0.5160600148377145
O15294,3,3,1.0,
Q96KB5,225,20,0.08888888888888889,0.5464789214766204
O00767,88,28,0.3181818181818182,0.7224751802929148
Q13557,16,14,0.875,
O60885,786,337,0.4287531806615776,0.8307422186460303
P25440,207,88,0.4251207729468599,0.6829855542317036
Q15059,222,98,0.44144144144144143,0.695898038884311
Q92793,2805,971,0.34616755793226384,0.8040082296073484
Q04206,6,1,0.16666666666666666,
P11150,302,90,0.2980132450331126,0.4998878476640527
Q7Z2W7,176,61,0.3465909090909091,0.4982007984127472
O00255,167,91,0.5449101796407185,0.7187333637456733
Q3SYC2,85,56,0.6588235294117647,0.69893306366422
P39877,1,1,1.0,
P12104,3,2,0.6666666666666666,
Q12888,28,11,0.39285714285714285,
O95931,31,11,0.3548387096774194,0.6292247580654792
P29375,974,402,0.4127310061601643,0.8117088183305727
O43189,24,5,0.20833333333333334,
Q5T6S3,26,7,0.2692307692307692,
Q9BUL5,25,5,0.2,
Q96T88,27,7,0.25925925925925924,
Q9Y468,25,5,0.2,
Q05BQ5,24,4,0.16666666666666666,
Q96JM7,21,6,0.2857142857142857,
P56545,3,1,0.3333333333333333,
Q13363,2,1,0.5,
P23109,3,3,1.0,
Q01433,1,1,1.0,
Q01432,1,1,1.0,
P10632,21,20,0.9523809523809523,
Q13822,2829,1326,0.4687168610816543,0.8358239618319541
A4D1B5,2,2,1.0,
P34913,206,78,0.3786407766990291,0.7774568282102714
Q99558,854,313,0.3665105386416862,0.7209084644822579
Q12908,62,5,0.08064516129032258,0.3290481487649449
P30968,32,18,0.5625,0.6888623777460854
Q9Y478,300,127,0.42333333333333334,0.7174170266571323
Q15118,85,33,0.38823529411764707,0.6435764168856735
O75762,290,71,0.24482758620689654,0.7440823186572145
Q99835,148,42,0.28378378378378377,0.5868167447712813
Q9H2K2,152,69,0.45394736842105265,0.6168658879785665
O95271,184,79,0.42934782608695654,0.6959159589584472
P51692,4,3,0.75,
P49682,144,49,0.3402777777777778,0.5077490345017546
Q58FG1,6,4,0.6666666666666666,
Q9UGN5,219,107,0.4885844748858447,0.7240055957584497
P54750,5,2,0.4,
Q9NWZ3,8945,3545,0.39631078814980436,0.8244048893957385
P05181,24,19,0.7916666666666666,
P16473,22,13,0.5909090909090909,
Q9UGL1,41,23,0.5609756097560976,0.7822472647898723
Q10469,186,60,0.3225806451612903,0.485979088813698
P40261,23,8,0.34782608695652173,
O95069,10,10,1.0,
Q9NYV8,1,1,1.0,
P08962,2,2,1.0,
Q9NYK1,217,111,0.511520737327189,0.7907461002006966
Q99538,64,34,0.53125,0.5024587531814126
P37840,44,16,0.36363636363636365,0.7683863124944837
Q13258,1,1,1.0,
P40337,27,13,0.48148148148148145,
P25024,12,5,0.4166666666666667,
P10153,5,3,0.6,
Q9UKE5,101,54,0.5346534653465347,0.5564437015132837
P04035,24,16,0.6666666666666666,
Q13443,1,1,1.0,
P05121,48,30,0.625,0.8399436369527238
P09211,18,13,0.7222222222222222,
Q96LA8,15,11,0.7333333333333333,
Q99873,13,10,0.7692307692307693,
O60678,8,6,0.75,
Q86X55,21,14,0.6666666666666666,
Q9NR22,5,3,0.6,
Q8TDV5,191,65,0.3403141361256545,0.49637923572495457
P49761,136,65,0.47794117647058826,0.531352081031389
Q9H7Z7,114,26,0.22807017543859648,0.6570789710533591
P35610,136,71,0.5220588235294118,0.7937474312905469
O75908,4,3,0.75,
P22830,29,12,0.41379310344827586,
O75716,4,4,1.0,
P00488,92,59,0.6413043478260869,0.7075301846382462
P22735,8,4,0.5,
Q08188,8,4,0.5,
P35270,6,3,0.5,
P11166,4,4,1.0,
P46095,140,25,0.17857142857142858,0.458271347572733
P48730,181,75,0.4143646408839779,0.7142288518557385
P49674,35,23,0.6571428571428571,0.6407006002872256
Q9BY66,5,4,0.8,
Q9HBA0,77,30,0.38961038961038963,0.6862870330377135
P00156,3,3,1.0,
O15264,174,74,0.42528735632183906,0.7054261945807396
P10398,9,8,0.8888888888888888,
Q13131,32,8,0.25,0.5929343821500952
Q9H0K1,635,253,0.3984251968503937,0.6860182642490325
P22301,2,2,1.0,
P08236,3,2,0.6666666666666666,
Q5VWZ2,10,6,0.6,
P48735,45,24,0.5333333333333333,0.6437505161333985
Q9NVV5,2,2,1.0,
O15054,3,1,0.3333333333333333,
P49683,88,32,0.36363636363636365,0.4942494162808807
P22460,10,10,1.0,
O43895,4,2,0.5,
P12821,621,233,0.3752012882447665,0.7878632015434273
P39748,1294,490,0.3786707882534776,0.7453128637167348
P09958,88,32,0.36363636363636365,0.7653896417368768
P14735,30,18,0.6,0.7120521436716547
Q96PD7,1326,593,0.44720965309200605,0.7769165994772241
Q16873,97,36,0.3711340206185567,0.5497165176516321
P51878,24,17,0.7083333333333334,
P00352,235,110,0.46808510638297873,0.8095684194918858
P01116,4739,2118,0.4469297320109728,0.8121040872084964
Q92794,277,84,0.30324909747292417,0.6791284073752459
Q8WYB5,113,31,0.2743362831858407,0.556308025383851
Q8NFJ6,6,6,1.0,
P19320,131,61,0.46564885496183206,0.6609067035801652
P60842,78,30,0.38461538461538464,0.7550114476131822
Q13237,21,20,0.9523809523809523,
O75604,9,9,1.0,
P01584,319,115,0.3605015673981191,0.7299524815090472
Q58F21,141,100,0.7092198581560284,0.8437220278372302
Q9P0G3,21,13,0.6190476190476191,
O00459,812,246,0.30295566502463056,0.7702981848474536
P35222,283,117,0.4134275618374558,0.7923408711046305
Q99523,56,21,0.375,0.7466700558760893
P06870,18,17,0.9444444444444444,
O43497,454,188,0.41409691629955947,0.7910258542226415
Q9NYA1,40,17,0.425,0.6815485304532791
O15554,193,46,0.23834196891191708,0.7897472566754814
Q13224,1568,293,0.1868622448979592,0.7855521591653967
Q5NUL3,744,250,0.33602150537634407,0.7596568060234774
P56704,281,129,0.45907473309608543,0.6618521155487009
Q96QP1,475,122,0.25684210526315787,0.6265559721726404
Q86XE5,25,10,0.4,
O15552,648,195,0.30092592592592593,0.7517724830674023
Q9UIQ6,339,182,0.5368731563421829,0.7022380835893097
P05106,1310,698,0.5328244274809161,0.8111868828384461
P18084,269,144,0.5353159851301115,0.7620792902837513
P18564,665,316,0.47518796992481205,0.6215727184244481
P26012,99,40,0.40404040404040403,0.6233759275622179
Q15835,79,54,0.6835443037974683,0.6263592018101406
P34947,90,44,0.4888888888888889,0.7581057330352006
P80404,33,5,0.15151515151515152,0.8165116147457808
O15244,39,23,0.5897435897435898,0.7826691368145084
Q7Z601,141,68,0.48226950354609927,0.7710828861780515
Q92932,140,61,0.4357142857142857,0.4116580934232017
Q8NEB9,912,402,0.4407894736842105,0.7699030250351443
Q16739,761,260,0.3416557161629435,0.7999980632250306
P48775,468,199,0.4252136752136752,0.8313584019494522
O43683,882,226,0.2562358276643991,0.6621450270423634
P17752,688,277,0.40261627906976744,0.7085819199452035
O15427,284,96,0.3380281690140845,0.6132287087059516
P48544,113,43,0.3805309734513274,0.7732812744609254
Q8IWU9,122,55,0.45081967213114754,0.6132878099118529
Q99571,152,73,0.48026315789473684,0.7995326100833652
Q92831,150,83,0.5533333333333333,0.774717885499516
Q9UQD0,1114,367,0.32944344703770195,0.80362035530017
P43250,40,14,0.35,0.6042653045571473
P49116,31,24,0.7741935483870968,0.6863019625710778
O43318,144,100,0.6944444444444444,0.8211444050703344
O75385,375,210,0.56,0.7461080186792424
P48764,79,23,0.2911392405063291,0.704583183809558
Q14957,27,17,0.6296296296296297,
O15399,6,5,0.8333333333333334,
O14929,34,15,0.4411764705882353,0.39959494367617265
Q96B36,65,11,0.16923076923076924,0.5067130018025259
P28062,569,261,0.45869947275922673,0.7848779977197005
O60894,4,4,1.0,
Q9Y572,143,60,0.4195804195804196,0.705836107773051
P51686,174,49,0.28160919540229884,0.5566607120673098
Q08752,17,17,1.0,
P04066,92,30,0.32608695652173914,0.8014406088301093
O75365,32,15,0.46875,0.6545763868806407
Q14973,158,60,0.379746835443038,0.6015972552068676
Q9ULZ9,14,14,1.0,
Q9UKP4,291,76,0.2611683848797251,0.5716603838235845
P07306,144,48,0.3333333333333333,0.7001588832455226
Q8WXE1,2,1,0.5,
P22001,531,167,0.3145009416195857,0.7499943968293415
Q9NPC2,269,86,0.31970260223048325,0.602443102722418
Q16572,190,80,0.42105263157894735,0.7037908674774851
O15393,24,16,0.6666666666666666,
Q93009,658,292,0.44376899696048633,0.7192081272096326
P49773,11,8,0.7272727272727273,
P42261,312,153,0.49038461538461536,0.7383488255281454
